,index,VendorName,ProfitMargin
374,7330,PERFECTA WINES,27.272727272727277
375,7331,MILTONS DISTRIBUTING CO,35.50778354336546
376,7332,ULTRA BEVERAGE COMPANY LLP,10.669975186104294
377,7333,WINE GROUP INC,19.911012235817648
378,7334,TRINCHERO FAMILY ESTATES,60.02532957227555
379,7335,TREASURY WINE ESTATES,2.1879683934106235e-14
380,7336,ULTRA BEVERAGE COMPANY LLP,42.44622311155579
381,7338,SURVILLE ENTERPRISES CORP,15.329424787831577
382,7339,STATE WINE & SPIRITS,55.86348473184501
383,7340,FORTUNE WINE BROKERS LLC,36.44341801385681
384,7341,FORTUNE WINE BROKERS LLC,38.52751965689779
385,7342,M S WALKER INC,8.082832331329366
386,7343,E & J GALLO WINERY,5.993805793405048
387,7344,SAZERAC CO INC,21.873578899499783
388,7345,SOUTHERN WINE & SPIRITS NE,58.40085675604678
389,7347,STE MICHELLE WINE ESTATES,28.690575479566316
390,7348,PINE STATE TRADING CO,57.79080530700402
391,7351,CRUSH WINES,34.21010321875302
392,7353,Dunn Wine Brokers,2.6100209563726406
393,7355,PERFECTA WINES,35.09006004002669
394,7358,MARTIGNETTI COMPANIES,62.644973341395
395,7360,PINE STATE TRADING CO,53.8712306438468
396,7361,WINE GROUP INC,17.45896656534954
397,7363,MAJESTIC FINE WINES,32.42648529705941
398,7365,THE IMPORTED GRAPE LLC,59.92127393093574
399,7370,M S WALKER INC,25.410413192514387
400,7371,VINEXTRA INC,32.89315726290516
401,7372,CENTEUR IMPORTS LLC,40.12511170688114
402,7373,E & J GALLO WINERY,10.760140388289189
403,7376,SAZERAC NORTH AMERICA INC.,27.979274611398992
404,7377,MARTIGNETTI COMPANIES,33.70429252782186
405,7378,PARK STREET IMPORTS LLC,44.437652811735944
406,7380,CONSTELLATION BRANDS INC,47.369529173355815
407,7382,E & J GALLO WINERY,34.18124006359304
408,7387,Circa Wines,31.0258548790659
409,7388,PERFECTA WINES,31.0258548790659
410,7390,M S WALKER INC,5.442404006677813
411,7391,E & J GALLO WINERY,2.6780879239896556
412,7394,E & J GALLO WINERY,12.87758346581873
413,7395,M S WALKER INC,19.873278908249098
414,7398,STATE WINE & SPIRITS,31.53942428035046
415,7400,M S WALKER INC,63.964030232258736
416,7402,MARTIGNETTI COMPANIES,59.68130442838612
417,7403,MARTIGNETTI COMPANIES,48.95214263371915
418,7405,DELICATO VINEYARDS INC,57.25935156642833
419,7406,M S WALKER INC,27.527527527527575
420,7407,ULTRA BEVERAGE COMPANY LLP,44.13765506202482
421,7408,"STOLI GROUP,(USA) LLC",15.010874293170968
422,7409,JIM BEAM BRANDS COMPANY,25.9326660600546
423,7410,CONSTELLATION BRANDS INC,17.05959814791226
424,7411,MARTIGNETTI COMPANIES,5.614934468249784
425,7413,Dunn Wine Brokers,0.6736068585425736
426,7414,PINE STATE TRADING CO,8.107087209027872
427,7416,MARTIGNETTI COMPANIES,26.240704203976346
428,7417,TRINCHERO FAMILY ESTATES,14.594499604604172
429,7418,CONSTELLATION BRANDS INC,64.37369405036834
430,7419,ULTRA BEVERAGE COMPANY LLP,63.50710900473933
431,7420,R.P.IMPORTS INC,35.48451615053836
432,7423,STELLAR IMPORTING CO LLC,32.860717264387
433,7425,PERNOD RICARD USA,19.739036184759062
434,7427,E & J GALLO WINERY,20.093108321556276
435,7428,FORTUNE WINE BROKERS LLC,64.70653153567417
436,7429,TREASURY WINE ESTATES,0.020842017507323136
437,7430,KOBRAND CORPORATION,0.04170141784826371
438,7431,MHW LTD,13.049413049413072
439,7434,WINE GROUP INC,24.11652340019104
440,7438,STE MICHELLE WINE ESTATES,61.99604624692982
441,7439,JIM BEAM BRANDS COMPANY,40.88734232274902
442,7440,E & J GALLO WINERY,30.77791947531434
443,7441,DIAGEO NORTH AMERICA INC,16.65350184307534
444,7442,VINILANDIA USA,60.59007952162448
445,7443,SOUTHERN WINE & SPIRITS NE,39.26096997690534
446,7444,MARTIGNETTI COMPANIES,5.201501877346764
447,7445,LAIRD & CO,34.1677096370463
448,7449,WINE GROUP INC,20.212765957446784
449,7450,CONSTELLATION BRANDS INC,15.519399249061419
450,7452,SURVILLE ENTERPRISES CORP,1.5037593984963082
451,7453,JIM BEAM BRANDS COMPANY,64.2857142857142
452,7455,PERFECTA WINES,56.371730662214794
453,7456,MARTIGNETTI COMPANIES,18.898623279098924
454,7457,STATE WINE & SPIRITS,59.13608978402246
455,7459,MARTIGNETTI COMPANIES,31.97042192257503
456,7460,BANFI PRODUCTS CORP,17.808219178082236
457,7461,SOUTHERN WINE & SPIRITS NE,44.31736954967836
458,7462,PSP WINES,35.05627344726969
459,7465,ULTRA BEVERAGE COMPANY LLP,5.752010927303125
460,7466,MARTIGNETTI COMPANIES,40.41188169628539
461,7467,E & J GALLO WINERY,27.48748435544439
462,7469,MARTIGNETTI COMPANIES,66.44474761255114
463,7470,E & J GALLO WINERY,63.4024303073624
464,7471,SAZERAC NORTH AMERICA INC.,23.40815391662856
465,7473,STATE WINE & SPIRITS,14.695906704455695
466,7477,PSP WINES,2.6280575924637675
467,7479,PERFECTA WINES,31.028207461328478
468,7482,E & J GALLO WINERY,33.313713949382
469,7483,THE IMPORTED GRAPE LLC,39.30478589420657
470,7487,MARTIGNETTI COMPANIES,33.37783711615487
471,7488,PSP WINES,45.621867881549
472,7490,PINE STATE TRADING CO,9.748205076347505
473,7492,Circa Wines,32.42382901318782
474,7493,PINE STATE TRADING CO,5.616133813254318
475,7495,M S WALKER INC,18.49742836149893
476,7497,MHW LTD,19.014245797260777
477,7498,PINE STATE TRADING CO,38.02262666010826
478,7499,WINE GROUP INC,22.568161829375462
479,7501,WINE GROUP INC,21.562667620239516
480,7504,PSP WINES,33.7579617834395
481,7505,PERFECTA WINES,33.78808549340611
482,7506,VINILANDIA USA,33.78808549340609
483,7511,ULTRA BEVERAGE COMPANY LLP,67.74086009556616
484,7513,JIM BEAM BRANDS COMPANY,26.872950475069363
485,7514,TRINCHERO FAMILY ESTATES,36.83292133197609
486,7515,BACARDI USA INC,39.6163469557965
487,7516,VINILANDIA USA,34.19736243747159
488,7518,CRUSH WINES,55.70305320126621
489,7519,M S WALKER INC,34.60663938153708
490,7523,DIAGEO NORTH AMERICA INC,61.07326347237625
491,7525,PINE STATE TRADING CO,8.411214953271106
492,7526,STATE WINE & SPIRITS,4.715302491103236
493,7527,CONSTELLATION BRANDS INC,12.446351931330616
494,7530,M S WALKER INC,35.47066848567532
495,7531,M S WALKER INC,35.47066848567532
496,7532,PERFECTA WINES,57.47899579915984
497,7533,STE MICHELLE WINE ESTATES,37.65813474551339
498,7534,CAMPARI AMERICA,21.884118382659448
499,7535,BANFI PRODUCTS CORP,31.07511045655375
500,7537,M S WALKER INC,34.156378600823004
501,7539,PERFECTA WINES,28.166966042254764
502,7540,M S WALKER INC,52.1597810281413
503,7542,CRUSH WINES,40.35200000000002
504,7544,SOUTHERN WINE & SPIRITS NE,33.75796178343952
505,7545,DIAGEO CHATEAU ESTATE WINES,4.618025751072977
506,7546,WINE GROUP INC,20.57306590257875
