Description	TotalSalesDollars	ProfitMargin
Livingston Clrs Pnt Grigio	1278.400000000001	27.48748435544439
Livingston Clrs Rhine Calif	1752.3000000000015	87.64480967870799
Livingston Wh Znfdl Cal	1707.8500000000015	27.22721550487458
Llord's Peach	1138.1000000000001	29.452596432650914
Lombardo Marsala Ambra Dry	485.65000000000066	25.378358900442798
Long Lake Cab Svgn Cal	1048.2500000000002	5.442404006677813
Looking Glass Cab Svgn	197.39999999999998	31.00303951367781
Looking Glass Wh Znfdl	197.39999999999998	31.00303951367781
Louis Jadot Chmble-Musgny 11	499.90000000000003	65.51310262052411
Louis Latour 13 Pnt Nr Bourg	839.4	33.30950679056469
Loukatos Tsipouro Brandy	699.6500000000001	36.49681983849068
Lucky Duck Cab Svgn	454.80000000000007	31.134564643799482
Lucky Duck Moscato	1136.9999999999984	22.568161829375462
Lucky Duck Riesling	625.3500000000001	27.176781002638524
Lugny Macon Vllgs Vielle Rsv	959.4	32.89555972482802
Lustau Pedro Ximenez San Emi	539.8000000000001	33.345683586513516
Luxardo Amaretto di Saschira	1749.3000000000004	44.13765506202482
Luxardo Sambuca Dei Cesari	1499.4000000000003	22.48899559823931
MU Creamy Vanilla Latte	714.4500000000002	24.75330673944994
Ma Terr Aglianico Vulture	839.4	31.951393852751973
Maggio Cab Svgn	1668.3000000000006	13.253012048192813
Maggio Chardonnay	659.4	33.75796178343949
Manero Rosso di Toscana IGT	839.4	32.88062902072908
Manifesto! Svgn Bl	659.4	32.84804367606915
Manischewitz Cream Peach	598.8000000000001	33.266533066132276
Marchesi Barolo Ruvei B Alba	899.5000000000002	11.550861589772103
Marchesi Di Barolo Sbirolo N	1139.4000000000003	34.64981569246975
Marcus James Rsl	1118.6000000000008	15.519399249061419
Marie Brizard Anisette	799.6000000000001	21.86093046523262
Marquis de Chasse Red Gines	1029.1000000000001	61.403167816538726
Mas Belles Eaux Les Cot Roug	254.85	9.770453207769267
Masi Tupungato Corbec	839.4000000000003	31.951393852752
McCormick Cherry Vodka	943.6500000000009	65.07709426164365
McManis Barbera Jamie Lynn	569.5500000000002	22.78114300763764
Meletti Amaro	179.89999999999998	20.011117287381865
Melini Orvieto Clsc Orzalume	799.0000000000007	58.623279098873624
Menage a Trois Merlot	779.4	33.33333333333333
Mercat Brut Nature	1573.95	53.92166206042124
Mercer Canyons Rsl	839.4	35.09649749821301
Mercer Pnt Gris	449.65000000000003	75.64772600911822
Meridian Pnt Grigio Cal	659.4	33.75796178343949
Mermelada Sassy Red	119.9	34.19516263552962
Merry Irish Cream Liqueur	179.85000000000002	73.53350013900474
Mia Dolcea Pink Moscato	719.4	35.446205170975816
Mimosa by St Clair Winery	1678.8000000000002	67.33380986418871
Mionetto IL Lambrusco Sprklg	839.4000000000004	31.522516082916407
Mommy's Time Out Delicious R	329.70000000000005	67.33393994540492
Mommy's Time Out Moscato	1618.2000000000012	12.430478309232546
Momokawa Diamond Sake	899.4000000000004	35.49032688458975
MontGras RSV Cab Svgn	599.4	33.33333333333333
Montelvini CabMerlot	1109.95	31.974413261858647
Montes Spring Harvest Svgn B	1197.6000000000001	32.46492985971945
Montezuma Triple Sec	390.6000000000001	38.86328725038404
Morande Edicion Limitada	1424.0500000000006	79.35465749095889
Morgan Winery Garys Vyd Pnt	1119.65	71.2365471352655
